Test_ID,penalty_stiffness,damping_factor,contact_damping,steel_E,steel_nu,steel_sigma_yield,steel_limit_strain,wood_E,wood_nu,wood_sigma_uts,wood_limit_strain,Frame,Max_U_Blade,Max_Stress,Max_U_Obs,Blade_Elem,Wood_Elem
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,5,0.07353883066949912,110786999.42222933,0.04039319494407293,105,373
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,6,0.08476528819531177,174363225.16729885,0.052593149436032174,103,373
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,7,0.09224204117616802,136900604.3977481,0.06415204013295124,98,368
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,8,0.1013387596407881,142773560.30503225,0.07607893937087647,90,367
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,9,0.11021252477030173,105661086.19858909,0.08730617030500536,77,361
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,10,0.11880802688677067,154908975.11018983,0.09794663046898335,77,353
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,11,0.12716065746269326,179427611.03730312,0.1083021457481307,74,352
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,12,0.1346363075116365,137800182.17767695,0.11898172798489837,71,352
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,13,0.14279587124525503,158847761.10415086,0.1289453447445403,71,352
25,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,14,0.1505574786574229,134286490.2781248,0.13905674476733507,66,352
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,0,0.013655411276284609,0.0008898990652496419,0.0,131,384
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,1,0.026645703262343577,50993886.17994055,0.0012569496338696062,127,376
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,2,0.03900146144694822,41821082.24952232,0.006284400805139302,122,374
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,3,0.050754784303700735,131332458.90366761,0.01578882157740369,117,374
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,4,0.061920204926099474,190662407.70943335,0.02753594201850994,112,373
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,5,0.07353883066949912,110786999.42222933,0.04039319494407293,105,373
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,6,0.08476528819531177,174363225.16729885,0.052593149436032174,103,373
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,7,0.09224204117616802,136900604.3977481,0.06415204013295124,98,368
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,8,0.1013387596407881,142773560.30503225,0.07607893937087647,90,367
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,9,0.11021252477030173,105661086.19858909,0.08730617030500536,77,361
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,10,0.11880802688677067,154908975.11018983,0.09794663046898335,77,353
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,11,0.12716065746269326,179427611.03730312,0.1083021457481307,74,352
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,12,0.1346363075116365,137800182.17767695,0.11898172798489837,71,352
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,13,0.14279587124525503,158847761.10415086,0.1289453447445403,71,352
26,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,14,0.1505574786574229,134286490.2781248,0.13905674476733507,66,352
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,0,0.013655411276284609,0.0008898990652496419,0.0,131,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,1,0.026645703301016756,51000796.933509395,0.00033257535775716953,127,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,2,0.03900146106103687,33379617.520776123,0.00037815935167801823,122,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,3,0.05075479087622918,117245089.10863927,0.0009313906830437744,113,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,4,0.06192024674031978,32906080.10791772,0.0014106556942895573,106,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,5,0.0725330335768929,47544103.64865737,0.002145020481921919,102,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,6,0.08263078356054399,62923321.98311013,0.0032518882681542246,95,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,7,0.09222913287526252,82789884.48131807,0.004275061221049946,88,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,8,0.10136355768791074,82016013.61673848,0.0055525589497008735,86,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,9,0.11002440568501047,65716714.957609124,0.007072452026137041,80,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,10,0.11827169345825277,41001753.356628135,0.008254181988730269,78,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,11,0.12609139285864632,223110269.6087012,0.009828735842373763,72,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,12,0.13355215984301658,92127124.53079405,0.01167912708097444,71,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,13,0.14063037406289003,231890653.7595628,0.013032978456209824,66,384
27,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,14,0.14733928880359504,49375468.99601422,0.01456915372785555,63,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,0,0.013655411276284609,0.0008898990652496419,0.0,131,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,1,0.026645703301016756,51000796.933509395,0.00033257535775716953,127,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,2,0.03900146106103687,33379617.520776123,0.00037815935167801823,122,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,3,0.05075479087622918,117245089.10863927,0.0009313906830437744,113,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,4,0.06192024674031978,32906080.10791772,0.0014106556942895573,106,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,5,0.0725330335768929,47544103.64865737,0.002145020481921919,102,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,6,0.08263078356054399,62923321.98311013,0.0032518882681542246,95,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,7,0.09222913287526252,82789884.48131807,0.004275061221049946,88,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,8,0.10136355768791074,82016013.61673848,0.0055525589497008735,86,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,9,0.11002440568501047,65716714.957609124,0.007072452026137041,80,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,10,0.11827169345825277,41001753.356628135,0.008254181988730269,78,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,11,0.12609139285864632,223110269.6087012,0.009828735842373763,72,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,12,0.13355215984301658,92127124.53079405,0.01167912708097444,71,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,13,0.14063037406289003,231890653.7595628,0.013032978456209824,66,384
28,20000000.0,50.0,8000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,14,0.14733928880359504,49375468.99601422,0.01456915372785555,63,384
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,0,0.013655411276284609,0.0008898990652496419,0.0,131,384
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,1,0.02670169182630313,4280816911.988886,0.0014047560021342635,131,374
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,2,0.039083450341960535,3518846983.6855955,0.01323132429754953,128,372
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,3,0.05178730618049624,8247403625.692175,0.02411896910954546,114,361
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,4,0.06229519697654326,4467213627.979043,0.035956950401021766,113,361
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,5,0.07315201726426468,5682104441.284823,0.046465794449498755,113,361
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,6,0.08347933126888077,6277800975.681766,0.05083839308582708,113,352
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,7,0.09330296394617185,11203968925.114254,0.062198275151041565,113,340
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,8,0.10264748072325523,14537632565.09994,0.07665934301560624,113,340
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,9,0.11153624892802011,11708103861.578352,0.09351732826944478,113,339
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,10,0.1199914962225405,11351099879.272425,0.09325546180334474,113,339
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,11,0.12803436618658998,8399345536.550793,0.10838723438332114,113,339
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,12,0.13568497119024509,7624702917.40841,0.11458409050325633,113,334
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,13,0.1429624426878063,7157481798.489018,0.12507484942950353,113,334
29,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,14,0.1498849790587872,8790555568.41655,0.12913616525751745,113,326
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,0,0.013655411276284609,0.0008898990652496419,0.0,131,384
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,1,0.02670169182630313,4280816911.988886,0.0014047560021342635,131,374
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,2,0.039083450341960535,3518846983.6855955,0.01323132429754953,128,372
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,3,0.05178730618049624,8247403625.692175,0.02411896910954546,114,361
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,4,0.06229519697654326,4467213627.979043,0.035956950401021766,113,361
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,5,0.07315201726426468,5682104441.284823,0.046465794449498755,113,361
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,6,0.08347933126888077,6277800975.681766,0.05083839308582708,113,352
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,7,0.09330296394617185,11203968925.114254,0.062198275151041565,113,340
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,8,0.10264748072325523,14537632565.09994,0.07665934301560624,113,340
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,9,0.11153624892802011,11708103861.578352,0.09351732826944478,113,339
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,10,0.1199914962225405,11351099879.272425,0.09325546180334474,113,339
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,11,0.12803436618658998,8399345536.550793,0.10838723438332114,113,339
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,12,0.13568497119024509,7624702917.40841,0.11458409050325633,113,334
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,13,0.1429624426878063,7157481798.489018,0.12507484942950353,113,334
30,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,14,0.1498849790587872,8790555568.41655,0.12913616525751745,113,326
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,0,0.013655411276284609,0.0008898990652496419,0.0,131,384
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,1,0.026725059443274572,9806408826.28939,0.0007832867337746925,131,384
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,2,0.039191636770085775,5927160479.278941,0.0027268009273130334,131,384
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,3,0.05139676223647462,7130472383.0650625,0.005162835843481358,121,384
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,4,0.06373276624890774,8649275468.218521,0.009162697628890359,115,384
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,5,0.07546712157785054,11614307968.081312,0.014581771443276173,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,6,0.08662917169125119,5747470565.973248,0.019972118176636293,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,7,0.09724682892434723,8702623351.538652,0.023449122141123057,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,8,0.10734664427853306,10904511013.317024,0.027185022103117837,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,9,0.11695387381601385,12237748548.208017,0.030807151653848733,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,10,0.12609254181627533,7220931556.892983,0.03195086232670517,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,11,0.13478550085229918,5207032798.0438385,0.03306605722360702,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,12,0.14305448893675884,8280943153.385213,0.03470827010300421,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,13,0.15092018388108994,7208055137.890895,0.03609575735384669,115,383
31,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,14,0.15840225500337715,8333191318.516107,0.039610985066411294,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,0,0.013655411276284609,0.0008898990652496419,0.0,131,384
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,1,0.026725059443274572,9806408826.28939,0.0007832867337746925,131,384
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,2,0.039191636770085775,5927160479.278941,0.0027268009273130334,131,384
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,3,0.05139676223647462,7130472383.0650625,0.005162835843481358,121,384
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,4,0.06373276624890774,8649275468.218521,0.009162697628890359,115,384
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,5,0.07546712157785054,11614307968.081312,0.014581771443276173,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,6,0.08662917169125119,5747470565.973248,0.019972118176636293,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,7,0.09724682892434723,8702623351.538652,0.023449122141123057,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,8,0.10734664427853306,10904511013.317024,0.027185022103117837,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,9,0.11695387381601385,12237748548.208017,0.030807151653848733,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,10,0.12609254181627533,7220931556.892983,0.03195086232670517,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,11,0.13478550085229918,5207032798.0438385,0.03306605722360702,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,12,0.14305448893675884,8280943153.385213,0.03470827010300421,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,13,0.15092018388108994,7208055137.890895,0.03609575735384669,115,383
32,20000000.0,50.0,8000.0,20500000000.0,0.28,25000000000.0,5.0,1200000000.0,0.26,40000000.0,0.05,14,0.15840225500337715,8333191318.516107,0.039610985066411294,115,383
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,0,0.013895418040526636,0.0010013646702385698,0.0,131,384
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,1,0.027584962886043795,82751384.079113,0.001915152150675949,128,376
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,2,0.041069237192955584,43786609.69309685,0.00509384044640275,127,370
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,3,0.05435352504861875,121986885.1287977,0.008213897103696665,121,366
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,4,0.06743203873833528,88977905.32036424,0.011304568839087684,118,362
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,5,0.0803140222404488,98297851.15435474,0.014335043783724032,117,360
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,6,0.09300362886702174,124142092.94232649,0.01732760341529057,116,354
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,7,0.10550010971009519,46071357.43170169,0.020262333782301543,116,354
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,8,0.1178286956302194,77832617.5353459,0.02317082566028653,111,347
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,9,0.1299526584506241,157177693.2017796,0.02603078369856553,105,337
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,10,0.1419002638252924,128824502.3590962,0.028861455159805812,105,334
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,11,0.1536633311604613,156905122.54162723,0.03163342056607367,103,329
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,12,0.16527350626521226,136045472.34373015,0.03437104340810393,100,320
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,13,0.17671496952778543,70719667.00833398,0.037057018570671174,93,299
33,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.15,14,0.18790254230643996,75381075.4629649,0.039719627937807964,90,287
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,0,0.013895418040526636,0.0010013646702385698,0.0,131,384
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,1,0.027584962886043795,82751384.079113,0.001915152150675949,128,376
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,2,0.041069237192955584,43786609.69309685,0.00509384044640275,127,370
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,3,0.05435352504861875,121986885.1287977,0.008213897103696665,121,366
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,4,0.06743203873833528,88977905.32036424,0.011304568839087684,118,362
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,5,0.0803140222404488,98297851.15435474,0.014335043783724032,117,360
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,6,0.09300362886702174,124142092.94232649,0.01732760341529057,116,354
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,7,0.10550010971009519,46071357.43170169,0.020262333782301543,116,354
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,8,0.1178286956302194,77832617.5353459,0.02317082566028653,111,347
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,9,0.1299526584506241,157177693.2017796,0.02603078369856553,105,337
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,10,0.1419002638252924,128824502.3590962,0.028861455159805812,105,334
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,11,0.1536633311604613,156905122.54162723,0.03163342056607367,103,329
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,12,0.16527350626521226,136045472.34373015,0.03437104340810393,100,320
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,13,0.17671496952778543,70719667.00833398,0.037057018570671174,93,299
34,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,10000000.0,0.05,14,0.18790254230643996,75381075.4629649,0.039719627937807964,90,287
35,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,0,0.013895418040526636,0.0010013646702385698,0.0,131,384
35,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,1,0.0275849587013679,84552695.05127737,0.00034736439689128586,127,384
35,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,2,0.04106924726943254,74715903.77373096,0.0003889177917894529,120,384
35,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,3,0.05435342832287457,96222063.20577145,0.0008605513723000404,113,384
35,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,4,0.06742071908410013,56110145.60478719,0.002372090289984863,102,384
35,50000000.0,15.0,3000.0,20500000000.0,0.28,250000000.0,5.0,1200000000.0,0.26,40000000.0,0.15,5,0.08028157788119507,67995400.2854447,0.003135228037186188,95,384
